Campo;Descripción campo;Tabla
gf_clearing_house_close_date;Fecha del cierre de camera, (cierre del dí­a);t_kmol_check_movements
g_check_beneficiary_entity_id;Identificador de la entidad beneficiaria del cheque en el modelo global.;t_kmol_check_movements
g_check_beneficiary_branch_id;Identificador de la oficina que recibe el cheque en el modelo global.;t_kmol_check_movements
gf_issuer_external_contract_id;Código identificador externo del contrato emitido (de un banco ajeno al bbva);t_kmol_check_movements
g_origin_country_id;Identificador en el modelo global del paí­s origen en formato ISO 3166-2.;t_kmol_check_movements
gf_issuer_bic_id;Código alfanumérico compuesto por 8 u 11 dí­gitos utilizado para identificar al banco emisor del cheque internacional. Según sus siglas, se trata del código SWIFT Society for Woldwide Interbank Financial Telecommunication, o también denominado código BIC Bank Identifier Cod. Se trata de un código creado para aumentar la seguridad al realizar transferencias internacionales, con el fin de eliminar errores, reducir tiempos de espera y evitar costes adicionales, en este caso del emisor.;t_kmol_check_movements
gf_trans_done_person_full_name;Nombre completo (nombre y apellidos) que realiza la transacción.;t_kmol_check_movements
g_target_country_id;Identificador paí­s destino de los fondos en el modelo global en formato ISO 3166-2.;t_kmol_check_movements
gf_beneficiary_bic_id;Código BIC (Bank Identifier Code) del beneficiario.;t_kmol_check_movements
gf_transaction_channel_name;Nombre del canal a través del cual se realiza una transacción.;t_kmol_check_movements
gf_lot_size_number;Número que identifica el tamaí±o del lote. Es decir, el volumen de instrumentos involucrados en la operación. Un tamaí±o de lote es el número estándar de unidades en una operaciónl. En los mercados financieros, un lote representa la cantidad estandarizada de un instrumento financiero según lo establecido por una bolsa u organismo regulador similar .;t_kmol_check_movements
gf_issue_document_type_id;Identificador del tipo de documento del emisor: pasaporte, nif, otros;t_kmol_check_movements
gf_issuer_external_id;Identificador externo de la emisora. Entidades externas tienen los códigos de diferentes emisoras con las cuales pueden tener derecho a cobrar a otras entidades. Entendiendo por emisora aquellas empresas que utilizan la domiciliación como producto de cobranza. La domiciliación es un servicio de cobranza automática de recibos, a través del cual, las empresas o entidades de gobierno pueden realizar cargos a la cuenta bancaria de cheques o ahorro de sus clientes o contribuyentes, para el pago de recibos, facturas e impuestos sin importar el banco en el que se encuentra la cuenta.;t_kmol_check_movements
gf_beneficiary_doc_type_id;Código identificador del tipo de documento identificador del beneficiario.Por ejemplo: - PASAPORTE: identificador, documento pasaporte. - NIF: identificador, documento, número de identificación fiscal. - RESIDENCIAL_PASEO: identificador, documento, residencia. - DNI: identificador, documento de identidad nacional. - RUC: identificador, documento, único, impuesto, registration. - NIT: identificador, documento, número de identificación fiscal. - CURP: población única Registry Code. - INE: National Electoral Institute Code. - SSN: Número de seguridad social. - DL: Número de licencia de conducir. - TIN: Número de identificación fiscal. - Otros;t_kmol_check_movements
gf_beneficiary_external_id;Identificador externo del beneficiario de los fondos;t_kmol_check_movements
gf_opern_audit_insert_date;Fecha de auditorí­a de alta en el sistema origen;t_kmol_check_movements
gf_operational_audit_date;Fecha de auditorí­a del sistema origen;t_kmol_check_movements
gf_audit_operuser_id;Auditoria - Identificador del usuario/proceso que ha realizado la inserción/modificación del registro en el objeto ORIGEN (tabla, fichero...);t_kmol_check_movements
g_ccy_exchange_bonus_ccy_id;Identificador de la divisa de la bonificación aplicada por realizar cambios de divisa en formato ISO 4217 en el modelo global.;t_kmol_check_movements
g_ccy_exchange_fee_currency_id;Identificador de la divisa de la comisión aplicada por cambio de divisa en formato ISO 4217 en el modelo global.;t_kmol_check_movements
gf_ccy_exchange_fee_amount;Importe de la comisión aplicada al cambio de divisa.;t_kmol_check_movements
gf_exchange_ccy_bonus_amount;Importe de la bonificación aplicada por realizar cambios de divisa.;t_kmol_check_movements
g_movement_id;Código en el modelo global que permite identificar uní­vocamente el movimiento en un modelo global.;t_kmol_loan_detail_movements
g_detail_loan_type;Tipo del detalle del préstamo en el modelo global (capital, intereses, comisiones, etc).;t_kmol_loan_detail_movements
g_account_ref_move_id;Identificador del modelo global del movimiento de cuentas asociado a un movimiento de detalle ampliado.;t_kmol_loan_detail_movements
g_banking_operation_id;Código del modelo global que identifica una operación bancaria que desencadena varios movimientos y que sirve para relacionarlos. Por ejemplo: - En una transferencia dentro del mismo banco, tendrí­amos el movimiento que recibe el saldo y el que lo adeuda. - En un pago de una cuota (préstamo, tarjeta de crédito, etc), podrí­an generarse movimientos independientes, para el pago de la cuota, pago de intereses, comisiones aplicadas, etc.;t_kmol_loan_detail_movements
g_account_contract_id;Identificador del modelo global que permite identificar el contrato de cuenta de manera uní­voca.;t_kmol_loan_detail_movements
gf_detail_loan_amount;Importe del detalle que afecta al importe total del movimiento del préstamo, con el signo correspondiente.;t_kmol_loan_detail_movements
g_detail_loan_currency_id;Código identificador en el modelo global de la divisa asociada al importe del detalle del préstamo en base al estándar internacional ISO 4217.;t_kmol_loan_detail_movements
gf_operation_date;Fecha en la que se realiza la Operativa Bancaria a la que va ligada la operación o movimiento, que no tiene porqué coincidir con la Fecha en la que se hace efectiva (Fecha Valor). Por ejemplo: En una transferencia, la fecha de ejecución corresponderá al momento en el que se ordena, aunque se hará efectiva y es posible que llegue a la cuenta destino horas/dí­as más tarde).;t_kmol_loan_detail_movements
gf_opern_audit_insert_date;Fecha de auditorí­a de alta en el sistema origen;t_kmol_loan_detail_movements
gf_operational_audit_date;Fecha de auditorí­a del sistema origen;t_kmol_loan_detail_movements
gf_audit_operuser_id;Auditoria - Identificador del usuario/proceso que ha realizado la inserción/modificación del registro en el objeto ORIGEN (tabla, fichero...);t_kmol_loan_detail_movements
g_movement_id;Código en el modelo global que permite identificar uní­vocamente el movimiento en un modelo global.;t_kmol_card_movements
g_country_id;Código ISO del modelo global que permite identificar de manera uní­voca un paí­s.;t_kmol_card_movements
g_entity_id;Código que permite identificar de manera uní­voca a la entidad financiera en el modelo global. El campo va a estar formado con paí­s y entidad. Una entidad financiera es cualquier entidad o agrupación que tiene como objetivo y fin ofrecer servicios de carácter financiero y que van desde la simple intermediación y asesoramiento al mercado de los seguros o créditos bancarios. El campo está compuesto por paí­s y entidad.;t_kmol_card_movements
g_local_movement_id_type;Tipo de identificador de movimiento local (cuentas, tarjetas, préstamos, etc) en el modelo global. Sirve para distinguir qué información contiene el identificador local del movimiento.;t_kmol_card_movements
gf_local_movement_id;Código único a nivel local que permite identificar el movimiento de manera uní­voca para un paí­s y entidad fijados.;t_kmol_card_movements
g_movement_type;Indicador del tipo de movimiento en el modelo global. Sirve para identificar el producto en el que se origina el movimiento, Por ejemplo: account, card, receipt, transfer,...;t_kmol_card_movements
g_origin_country_id;Identificador en el modelo global del paí­s origen en formato ISO 3166-2.;t_kmol_card_movements
g_account_ref_move_id;Identificador del modelo global del movimiento de cuentas asociado a un movimiento de detalle ampliado.;t_kmol_card_movements
g_banking_operation_id;Código del modelo global que identifica una operación bancaria que desencadena varios movimientos y que sirve para relacionarlos. Por ejemplo: - En una transferencia dentro del mismo banco, tendrí­amos el movimiento que recibe el saldo y el que lo adeuda. - En un pago de una cuota (préstamo, tarjeta de crédito, etc), podrí­an generarse movimientos independientes, para el pago de la cuota, pago de intereses, comisiones aplicadas, etc.;t_kmol_card_movements
gf_trans_request_hms_date;Hora en la que se solicita la ejecución de la transacción.;t_kmol_card_movements
gf_acquirer_id;Código identificativo banco adquirente Price (RTS), Códigos de identificacií­n de conexión a la red SMPNET.;t_kmol_card_movements
gf_movement_id;Codificación interna de la Entidad para la identificación uní­voca de cada uno de los movimientos.;t_kmol_card_movements
gf_gl_month_id;Código que identifica el mes contable. Ejemplo: 201801, 201803, etc.;t_kmol_card_movements
gf_commercial_product_grp_id;Identificador de agrupación de productos comerciales, el cual tiene como finalidad agrupar los contratos por la aplicación que los gestiona. Dicha agrupación, también conocida como contrapartida o codiser, es heredada del producto e inmutable a nivel contrato;t_kmol_card_movements
g_contract_id;Código de modelo global único que permite identificar el contrato de manera uní­voca a nivel global.;t_kmol_card_movements
g_card_contract_id;Identificador del contrato de la tarjeta en el modelo global.;t_kmol_card_movements
g_account_contract_id;Identificador del modelo global que permite identificar el contrato de cuenta de manera uní­voca.;t_kmol_card_movements
g_product_id;Código uní­voco que permite identificar toda clase de productos comerciales, financieros, holding, etc de la Entidad en el modelo global.;t_kmol_card_movements
gf_settlement_statement_id;Código de extracto para la liquidación de tarjetas;t_kmol_card_movements
gf_concept_id;Código que permite la identificación de un concepto en concreto, como por ejemplo el concepto de una transacción;t_kmol_card_movements
g_acquirer_entity_id;Código que permite identificar la entidad/banco adquirente en el modelo global. El campo está compuesto por paí­s y entidad.;t_kmol_card_movements
